Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals) "
435.023784155235,167.53921020090397,0.0,184.44094685194358,11.014507070656503,878.2254739261039,691.4599727942658,3.0648827006018853,39.18197674347355
251.7773147671878,0.0,97.23673727870168,148.66108410713846,14.303899015321683,1011.3465700557161,864.435332256512,2.914094871294802,21.977709191517512
292.56582650335184,118.76392475373572,93.08978591118992,194.0966779587837,9.432536273053506,885.0807734719662,657.4427830900331,28.562543392692447,42.38501193928546
189.5481464863579,278.4921197042922,0.0,186.74970590018407,0.0,971.1131205895335,714.3261032608066,28.07774576734981,33.10959540857883
294.3754289928982,0.0,122.36288470593162,173.19148198559353,9.566530197018531,1053.9066636583793,688.1874809162592,53.73443265626718,54.94519219576167
273.8555608445409,0.0,122.45342238743166,155.96343342893883,9.610283175963778,1064.4328088048776,772.3405593026663,54.75436203725363,54.85393090271578
294.27010681985246,200.37760012177696,0.0,141.97953626932718,11.195754512001335,980.0009638497497,807.0978831505336,57.048705816350044,73.78050224149767
502.11678881601847,26.524636187856846,120.36431453492784,204.0859447507162,3.619779095523172,890.5912783205661,720.4212251776448,6.453682673108918,32.34558950644217
151.4988456959264,99.86682435741827,0.0,187.98363868653038,0.0,901.9965959370567,903.0543195614922,6.9790162417697585,7.841259775306439
306.3175305554045,0.0,0.0,196.4961174387768,0.0,942.1187229123132,820.21863401304,29.041278301850227,27.83412520199764
300.32919169384587,0.0,105.63202316500912,168.6743018553489,12.745619237950573,983.9906070799477,791.4110321935827,27.015892795899024,35.70050596490709
347.8778312554844,0.0,0.0,193.6499001244774,0.0,956.4285459942836,790.1899046493983,3.043152111539608,13.693525188010803
308.92801075354504,0.0,0.0,196.86883009910073,0.0,933.707455279358,872.9904516040393,6.849236758874275,14.537710771177517
243.71793672613217,0.0,95.53701353544619,191.57340766227398,7.383093711835303,954.4978436536378,839.6655922372051,56.74829452625078,39.93260619865059
297.30873411649213,134.57970891240257,111.61799249777428,161.47935452788954,21.548974100625408,967.0511852451192,660.1702200102388,28.668260430267317,38.475057451196555
393.9057792632342,19.58704507868442,94.73639820729903,151.08999365745848,14.91515377433492,952.5708085932106,871.3831257112049,2.87330662877576,21.798084321206662
428.94115408764475,22.336043157967016,128.52549676468703,167.5379747813222,9.139569640493121,774.3425344139191,755.4507501549105,7.247434766664564,39.60101999668158
340.3603550351318,136.554694379889,0.0,233.55888831555768,0.0,918.51800432978,570.3522952757014,7.232357385873003,29.28347539340208
252.8277600576465,109.5459688208775,90.42479670594906,191.0371332585718,4.7730936739424,885.8514105297248,750.5511051676353,28.66611850147812,32.67061886698276
312.31622107684666,74.38069393398332,0.0,240.40770944593754,0.0,957.4415171836124,665.4984730544784,28.99122200002853,46.92836706726862
202.01680990885163,290.4217611923406,0.0,182.1907289795989,0.0,995.5808601704821,705.7953173560559,7.151945352580147,16.51929161227902
255.5311918271677,109.26605659970606,81.75592659897295,203.29299103516746,5.223246101978471,950.8594164443812,720.5516372848945,27.262323321889433,32.94476189246826
281.05201944889916,124.00397561842145,0.0,180.03103912421636,6.939251439765027,954.8341544588662,795.2409594204463,28.411018041600997,38.429428603644645
177.0822553480832,121.66376250448683,0.0,200.39688596446226,0.0,955.0041825361833,741.6600607861565,2.9969228052585657,4.8659522317433055
417.32238749432906,21.674541232331155,131.4333165959442,169.18082036334394,9.157918908455773,803.9692746840251,762.2101328126357,7.351499701217825,39.57578744198076
248.00677125273086,0.0,119.11932549468756,195.49488485279673,6.2842677813557595,1106.4049841381584,768.9976942299061,27.183715509382942,34.988459789028546
187.31490035848694,298.6017650432337,0.0,187.5015283587719,0.0,915.7773010217094,682.8804451528833,7.187527837255587,21.614251371520798
346.9835995037725,184.25508599229772,0.0,158.21295533156376,11.628637099420388,926.5843704064366,714.8623742605514,28.74625345266567,70.72024373255384
151.8538249008567,0.0,184.9078248812484,173.21241622240848,11.723066487339608,1006.7931854888311,813.5171431920068,27.952666767742524,14.588106394361596
498.52857192784705,0.0,0.0,163.75458374036546,7.883434037586125,814.9664630296355,794.8983378318408,28.202659774840413,43.868472354211036
289.55360799132893,0.0,103.36947187938569,155.74075475319273,11.648688591385547,996.7908552588761,837.697760825008,103.54127103112758,55.051819169686716
236.79479445686857,354.2688623739669,0.0,191.35283295473937,0.0,943.5791156015073,650.43882105078,27.64805453349302,38.50716341439627
166.04058877318903,259.08909641041777,0.0,206.66045833419804,0.0,982.924143813662,689.2478974949894,87.86617274607633,43.63606394578717
342.5698180764671,185.44996165151667,0.0,167.12274875911422,11.631492810283733,940.5354788030662,772.523634797708,93.60473914146601,79.44035863415142
152.0612402470424,235.5383448798148,0.0,194.3954513185711,6.3987957024862965,1008.4938806563323,709.9899486378619,28.226186749347505,26.196415971013245
545.9297081320835,0.0,0.0,178.45921552176327,6.827082280015426,940.9841142880914,767.6018295042994,27.691826208117277,57.03538562714939
158.09105925658773,177.89148498049516,0.0,195.162362021855,9.319119589752692,867.4687201523055,832.883907688798,28.97220391076205,23.94421207138487
421.83612080245985,48.23692344008516,0.0,219.44883617215672,0.0,920.0675946313464,616.1797566985779,277.63194222576095,43.150123677642625
321.4940780827072,131.80184686068972,0.0,138.66199282865108,5.703307581168699,1137.5829364472934,725.2493695564872,28.560855028054863,85.62268477218308
326.8740023352955,0.0,124.96928064180544,167.8894022956818,11.220941292564811,836.0346618406381,749.4143866494501,27.564348401685265,39.42892494463073
376.83055945076535,0.0,0.0,230.1154767241866,0.0,939.6243578789596,672.0220814021583,90.00127079479374,52.57226339730747
301.67119687064235,0.0,110.46234921705302,191.8460189972911,5.787918048473756,889.792509738906,814.5259367610984,27.143712922117963,44.04951287101308
184.3023356201741,0.0,163.0382882057258,167.77246161827583,7.744370122802822,1044.6354637011027,794.148532111164,14.128534651512808,21.534434137323114
314.7785764200567,258.13724408496034,0.0,173.3441877972135,8.718547142065331,1062.5367649350742,606.5652667767981,6.943670576999438,41.405073759649625
533.9920183259801,0.0,0.0,193.24135594246704,0.0,1117.4777371291405,637.336627965937,28.18571859026451,54.583984906592235
213.57488010975092,55.25049902718852,126.61965718241586,134.6630580982475,11.863026930062023,1057.6665792349183,783.989021462228,102.77736229466184,61.421920060672925
304.82164909599317,138.98410872901877,100.9450374706765,213.54869025982063,6.338670021124928,939.5387212120633,634.2487333672825,28.979477458487423,54.71477307532847
382.0106305151012,20.31739331869484,89.20841583466995,147.96669631030448,11.061462380152074,936.745748594838,862.2239659030436,2.93509312140587,36.32106974375155
197.66038038387808,10.797653672055597,138.9213855759738,204.3074878339271,1.7402516126044576,952.3048265167924,795.2147146111153,54.192956855776714,23.129366478882556
380.14358371813194,192.2282284985248,0.0,163.69423805397685,11.268224440559935,920.1451398716379,772.3579752388545,54.74917011323393,77.62347092120713
252.9111397483719,0.0,99.48924222561904,147.49859284811464,14.221917845211607,956.5462979448392,912.1657841775815,98.072101178458,63.13106981163106
480.71004540510773,0.0,0.0,191.83712431503838,0.0,893.2160611433357,695.8326405598968,27.17866796792895,42.30550066547201
364.61391156572415,194.809761949916,0.0,161.9393268550308,11.820386473894446,957.9369057345496,742.4876429846429,6.8988118308123845,57.26320452590879
225.78979986955068,0.0,120.0628202283798,195.81110420290696,6.361696368145798,1069.0496204984743,743.4566861884125,54.53889663627776,31.825880920368338
288.774096380769,0.0,0.0,195.1863577972959,0.0,920.9339521610052,920.7624288591087,2.956131179991825,11.92684904265349
292.6385555693273,0.0,0.0,207.0656889251148,0.0,941.7832471811886,815.1917976065313,183.50883883563134,25.446995072316284
229.88442176870305,0.0,0.0,195.18194256829372,0.0,1005.5047260840253,899.9498429586188,366.2574566701938,24.660643876013193
149.71814013331394,0.0,145.69795768265752,196.50178472562604,9.234360514420262,1095.6606154134172,722.6851769141302,30.12238309751189,12.935714034067512
226.2850372662396,0.0,0.0,179.8030405211288,0.0,1140.0236015354396,836.3549524984169,27.07069168385847,17.37216845018319
153.36665343043597,0.0,146.89357490456374,190.64728961325525,8.75569375431574,1047.9958697723143,706.7139637018594,26.752378023414856,12.671263497378566
450.71670113070616,24.01315586396763,75.61730319932676,157.60995855175113,11.828772656472122,993.4570985601129,741.5540397161951,2.849447981838148,24.187511205117783
149.05575452584293,234.4595314330583,0.0,201.9815900922053,6.083235672545144,1000.0920003991339,650.1809215823968,27.34574848436694,27.178153881192753
506.89733054441325,0.0,0.0,201.36759712505585,0.0,1122.0724414381739,601.0480171163242,266.1501174743494,54.11978224687154
162.04641513943767,0.0,167.3207451706179,173.67553110909236,4.510687755933791,1081.3570855739274,777.9447206474624,3.2088731353939988,10.861902489244173
372.83159513545087,0.0,0.0,184.5233424980367,0.0,944.0980057085209,735.9977842661093,0.9450612628075792,6.610500486496189
169.22335177725546,127.03608599848266,123.6304537517661,176.31382190628133,3.570075082695045,1037.6569238882669,732.8491410675758,56.852208265919145,49.26952081855524
361.3700834526762,182.31142927253524,0.0,164.07479782428993,9.708371959786412,938.4230567601849,756.427813614212,55.00118354522839,68.18682950533314
348.8997007622861,119.20316715188554,0.0,159.6653728265795,8.40647364623819,1074.8613294102831,656.655064563941,27.718106035504942,60.90846920107804
379.81263052031056,94.54642442049594,0.0,127.24607289053591,23.97628556442386,843.7248991386427,984.7156373619785,95.5960108055821,65.27624818902726
352.433429405487,0.0,0.0,198.33845791351848,0.0,972.7850101356395,823.8185647122284,167.18508629420091,32.91859427698358
137.61063753389726,161.39924925938166,126.63629058197901,180.7513185451702,11.057561612400658,900.6932127361554,746.8146318405993,27.731998406379134,28.5813628822991
511.32977692467233,0.0,0.0,199.43379049846024,0.0,1101.446506236005,626.3193091043499,7.221075339484517,33.3779754690245
335.59690176208284,166.7010583570627,0.0,172.5913830465878,9.574259655286422,871.7061557905483,767.8071354328473,27.919966354681648,65.64960465760853
253.82677347343295,0.0,0.0,187.8039493883254,0.0,1115.4511029948153,752.3257287818137,28.180733503013556,19.805833174444224
168.4547904241733,13.801389154586015,179.22086038633077,158.73241734021627,4.129830986353638,959.294492017993,850.6755480752176,54.98835056787199,37.406710010425236
505.55464653174636,0.0,0.0,199.68686736729668,0.0,1088.5942555437932,654.6808143718187,1.018648466794449,12.860287696658602
228.82707219288343,143.47623784503,0.0,187.89703643896303,0.0,999.0546455622027,740.8247708213569,6.932980328656814,12.915247246785418
462.2332974007456,0.0,0.0,224.08910066082808,0.0,929.3037551873085,594.8751579242928,6.841395827242896,36.08939094886169
243.7067977017854,0.0,0.0,187.7987977961847,0.0,1124.5084685428328,805.4791214381818,28.200797514418323,18.599992747993088
236.55117148799846,0.0,101.54897282333765,165.81554595789507,12.127200803015885,992.7331659741064,920.1403301228574,14.604940606138346,26.889082415473144
323.1665213318917,0.0,0.0,195.4057303844535,0.0,926.3522215622463,798.1666887050719,178.07072242234156,30.827669708520055
301.91364672892354,0.0,0.0,183.0398583453577,0.0,919.2679767920177,898.3033808957699,89.55994750434485,31.673636098145543
313.5042269513124,160.37363151811962,0.0,182.93173267475285,10.183641243966223,903.1932705408869,728.5302964433837,28.21394174763244,53.60579732275609
475.03734344125576,117.14937195636334,0.0,187.6688873378619,8.554912943110349,855.6554099380096,752.1717372182155,87.8566755095884,77.85404905244474
193.41989404781978,125.08293601944578,0.0,178.39327415556426,0.0,1080.5256815339915,761.6833043468615,29.063839701971773,17.744503005073945
248.27729842535564,0.0,113.38467030541207,203.2849179940973,6.01290997349613,1042.0987740966182,737.741008007786,60.517634393552854,38.708018819805176
343.5228521498333,38.837084973922344,0.0,230.10566375540586,0.0,962.1406595040631,663.6587460449992,91.51657856358263,48.75839336053594
282.70587156244676,14.670812378026556,140.99472095625987,172.2983027099234,5.616741104869217,798.8062512426447,846.1361075425931,57.35220946934851,44.0092753869162
186.7430118984427,122.18782738614182,113.48397052188291,180.1163282552348,3.767286644773134,1005.9336762729979,755.8667399417419,104.48275888022374,51.45225654864264
341.3761334725169,0.0,0.0,187.59818731263465,0.0,1043.2634503159807,779.3932798171675,6.806640328308985,20.653248094905244
200.44361765555175,130.97352601943385,0.0,191.05135091814392,0.0,934.378457903009,774.277226386385,7.330493694212622,17.481794003462017
137.45023467079602,164.21269416658478,127.12789716543361,185.1865943762053,10.943332159336462,916.8813212941063,715.2684103513702,27.776582933967486,30.008526291167474
217.29508221573147,325.07626627083516,0.0,178.65457372076983,0.0,986.5746285169654,719.4375997537616,7.094633594527058,22.079613898470573
434.5780371506343,21.811894557993455,126.33983527011594,163.11083648992692,8.831008090410819,821.6238672573234,700.7607192972242,55.0114073532823,72.60079986709304
292.86409309287785,0.0,125.75243499932758,207.76968857929103,9.944999471567924,862.4433236175504,708.3136664816259,27.497874286689225,23.178310124470922
199.71687453048867,204.5191022680187,0.0,188.16101048352326,0.0,1151.8417882535996,672.4857609292455,27.891779326400385,49.63136389691875
341.6190225328524,0.0,0.0,194.38414962550593,0.0,1006.1105049273729,775.7155632382303,92.51943035404287,30.876275101882978
228.7197512401618,0.0,113.44069800402382,205.13395630461426,4.450113023755861,1033.7900912497828,735.557423504876,54.406113524100036,31.782379739958902
481.59620120512227,0.0,0.0,186.4679525210001,0.0,958.2905585953843,721.8098560843179,7.25156602249712,34.987811123964505
250.92187030498138,107.45406147276609,87.53018403211559,193.11308021011416,4.984590829475595,907.3403891581886,738.4563359498518,28.709488947949257,33.577505169353316
315.73808930184657,0.0,0.0,186.756454369105,0.0,985.9570164705016,858.7510119024947,3.1786334868050132,9.72797213711402
208.06160016452887,99.88291349450674,25.34385527016411,181.22054015288197,6.687331997911578,1064.6068489836932,800.1285966945812,2.9007420788017293,18.088805335271186
227.1137418291205,0.0,122.46402130367092,173.43937994363938,6.748963981231481,1044.2453482223343,791.2157357411243,3.035339353724025,15.249268020068943
316.8331756621262,286.3875862444181,0.0,187.01055428504714,10.325758178486618,952.8985447474495,685.7240743026372,3.0681144829832,27.393609303564848
242.19305961284658,0.0,96.83396285889319,193.5637691030083,5.425992954846198,914.5595402397602,813.3385476888122,27.819897195545288,26.50153669564749
311.4514312362374,0.0,109.4996751470849,170.6017259802179,9.95867020832189,944.2913249504211,785.0665134930421,26.96600099622673,37.310830750311254
293.4841188203002,201.17579479146113,0.0,215.2371292070548,0.0,947.8406286545003,640.8789852074552,7.4066880366999746,26.162369604104473
168.2323548245003,241.81136905702814,0.0,212.0476782129847,0.0,988.595094408976,693.7562227150008,2.9840611627387417,7.123933154792049
366.31536148797335,194.70881908614328,0.0,166.36137284872643,11.949401686965134,882.8679993864536,773.1452464428415,7.164113076648128,58.0845602574409
206.9713738724543,0.0,92.88293867747272,154.84032907515666,10.974882557687012,1033.8712535347277,966.3577275308692,3.1079181619897036,13.219065027596647
269.7118868970116,109.21643215120088,81.67045609603517,188.876234317964,4.854823879974617,919.4039330587102,759.8453479228262,29.203326470428202,33.604607056209005
423.44534479440796,98.80253321729138,0.0,159.7829649864322,16.959010984672,874.9478051325203,879.7363236307777,3.0335355007008356,33.48089246714019
161.79911932868646,0.0,142.14625308183346,184.1315944825558,8.697189137042006,1049.5704059536904,666.9067782786149,27.3739092594467,12.385114497761887
408.64022701919964,108.86159504632776,0.0,152.5058624941462,16.47134753125921,846.0702521136868,930.6166916897314,57.04037884446548,60.90166968088838
324.3742917181981,0.0,0.0,212.485974094267,0.0,956.4243805607174,836.9017071339181,13.67619974008841,22.15759268413363
110.04118835125693,160.95659526950166,0.0,210.06555358262085,0.0,929.9141226225944,848.0830610961812,90.72692792162789,30.059226894680897
404.88114149209736,108.38555387602092,0.0,157.18196338819845,17.249096189684348,856.7566971482998,837.740441811251,28.2740688512953,63.680978453412905
224.5520372825853,0.0,111.7397564943705,192.6870353551354,6.231171177696482,1028.594099720425,742.1169448076186,14.112287280080945,21.64944401371163
318.9951726531178,142.13809568548425,0.0,226.2262176231113,0.0,919.7349117362762,573.4774458828525,84.8886987476752,35.91807578701137
309.75704255235814,147.87818386968723,0.0,170.44490591726708,10.292342812534603,911.6673310784527,824.2772580348342,27.27158978745937,44.16187667948411
255.16635602298985,0.0,92.85235046054615,189.18922455503088,5.545075938137258,958.4405941552063,811.1362032300032,56.422138483134944,36.842648441042925
208.85890991581942,0.0,101.90327296201542,158.01087191553032,10.392019729291794,961.112548459436,940.1013269456499,12.924901338086901,25.097165121695305
468.39691566014125,0.0,0.0,225.66192835718246,0.0,927.0628851580024,572.7010768232549,6.855395204702384,38.116424221494505
335.5871249964217,0.0,0.0,193.78210054510146,0.0,958.1618836400189,848.0233612967465,6.925995127744694,15.707140890441648
292.98565296641215,0.0,102.70262451852562,223.26319819759362,10.633037737354707,824.9900497671136,769.555956919007,28.23199013036174,31.792588614069867
349.3215978607192,196.27572886763411,0.0,170.49197437716728,12.024190528605,941.6498259475067,752.4271095763146,58.3703629549912,79.22526778015953
252.6827740659534,0.0,100.22203200167925,159.784712254578,13.167937733721947,985.4550398969573,925.7205128348972,27.72016797081473,32.74009109157521
300.17007287940044,0.0,0.0,182.48001041187592,0.0,1040.3227088552226,738.8418884200066,6.969163621458699,15.036937209025474
169.91177682941597,187.63490117386084,200.7334732606447,180.5849243440921,7.14202215414819,922.9753066883341,656.8049229540072,26.52379397217489,24.532772695550815
199.28809353639718,0.0,130.09346103385502,157.39003406003158,7.925837146990206,1083.7147547053191,814.4047250218872,98.09734645668411,43.59261363703403
379.10663931526057,0.0,0.0,184.3005850633598,0.0,1016.2889331895464,737.152919959866,28.976660971953777,36.744946974817054
240.5331704053558,0.0,0.0,190.37504903661647,0.0,947.9680060694293,890.7029965727664,181.84574670757243,23.754549132848826
163.90839748861842,128.46311491919377,132.50053028730656,181.09455370609197,7.995612391611898,1013.066607547916,777.5725704996554,100.08119167295574,54.0991948157382
340.95571817448166,0.0,137.26383651839734,200.07234877201424,11.164383489448808,796.0799262892973,812.9963242570667,29.8340881614441,42.0474369774526
256.55822043396523,0.0,0.0,180.2710380126299,0.0,1122.3639390394978,831.0338348685806,27.245982444159537,19.53669018491061
200.40459499797345,0.0,172.46108604831602,155.4613518356896,11.53741511132296,1004.4316098051278,749.4395051796902,57.048504347422245,49.54010114108919
393.1004967929319,143.2965718168753,0.0,155.05824501457295,15.394439710496787,1136.8549974442772,617.7370655442586,85.49079553293215,54.40082411016587
147.48485319442352,137.33915957995077,114.62323433788336,183.87834811526554,8.364446045452997,977.3688483856847,677.8999416038381,28.45639748386038,25.428839038276752
193.1512400045839,142.18766237720212,0.0,209.07932837894228,0.0,1004.0536556123909,753.0357424769912,3.0571709595634635,6.730043930112483
176.76473680848093,90.68451819366472,158.91118031976742,172.04609273247456,9.57385862556632,1005.4136721281371,705.210171939014,57.4963199275724,49.45945542231385
307.5285049583596,0.0,0.0,193.26206462663484,0.0,1000.600604550648,835.5270385489556,174.76762305054626,34.45728705394483
482.5290290855532,117.1647920273559,0.0,143.554602066426,30.75745874409983,832.6789880762136,840.8118733967925,3.1799901239760975,40.98705602838084
404.21545050862534,196.05334482305756,0.0,147.27362227765715,22.922402613658427,928.6166871692875,777.2116205059324,90.00365579137431,86.36283432196248
237.45841200759884,0.0,113.67736608062546,195.72755921670358,6.294668881699259,991.2275331492282,711.2667364934888,100.19676477646863,42.17882184996436
263.4812056125172,100.73708839716498,78.13467033280429,204.4492355163772,5.977238291326612,961.0514405963849,735.6277487530994,29.23278632266397,34.004420483527625
254.4793752698226,0.0,0.0,190.81892271657657,0.0,1129.3112128307926,811.6049983688539,6.942585711971036,11.35522556986023
376.06854182769894,93.9377874088737,0.0,235.79976746054353,0.0,884.0962793028694,599.1016046822407,351.46501633227774,45.44381957780289
311.750236005137,0.0,104.47645786004396,211.12245576351327,10.886729007382522,963.8386857653425,749.4499371429358,27.45725548706783,30.756395564338643
339.43551540811717,192.46936184380246,0.0,178.83384159675734,9.740679060118078,926.9962884421143,735.117269302064,2.9229075402610323,23.23185526687909
348.0835935160162,193.03657587779506,0.0,170.64656261312922,9.704104977660426,1004.4117165044473,760.4199565868985,27.343841902155372,52.09991893538418
438.98656962889424,122.0172693363868,0.0,139.88982722472855,31.55777633371456,866.6817573294758,862.570683998586,3.0522203640321495,41.67928623646203
291.6948760635847,0.0,0.0,189.96350183261683,0.0,1102.5265583583393,774.5870685537536,7.034019825613948,19.065767291197957
339.2310307048082,0.0,0.0,180.04469758727373,0.0,1052.636430797647,760.3756599975745,28.183935816897087,32.090303670917514
444.3593706434685,24.739229506968055,82.36277033951906,152.95909195951486,9.907636489400115,922.1617707951037,758.0344833356288,28.19422546843477,51.88334530700726
187.69951931875218,0.0,118.64076858579776,154.40020395482685,9.92434995119658,1104.7163527296323,767.1896726124432,2.9775879909386385,9.502001054043864
400.0085352154098,0.0,0.0,192.86145637851192,0.0,960.7321242187519,794.9019737197154,2.912352741182601,18.34210249340793
554.9571038887367,0.0,0.0,143.38675730289256,28.99700376999839,802.7877500180609,848.6202791338449,6.93572303631134,47.368197750276416
298.00796168226077,0.0,0.0,189.05157237339262,0.0,1013.7138624725503,843.4518493363695,3.133748398666549,12.051457506982866
342.8578226545131,0.0,0.0,185.26577806198932,3.476791959753589,1014.5265004160902,835.7181206838861,27.42692042826709,44.12849595023044
250.53691611508012,0.0,123.4008762016327,141.98109695250844,12.388982700092862,1085.301849059722,804.4247108811153,99.81983674211811,64.7726655728751
311.4842413343529,0.0,114.50011335877379,197.51594809374987,10.435052044658617,888.2686748204085,820.1858851635938,27.59766151602437,31.762032904572543
490.5547830582757,0.0,0.0,160.50040768805192,9.127833938773877,1050.5765171003052,613.5801514789471,28.1434605546365,58.99100628911749
196.25830399163985,128.4023603468657,0.0,190.91851725912252,0.0,938.9392657807604,786.8472831147416,6.967840619209565,17.39953991020218
143.99884170884675,0.0,136.88676243848658,158.42952236821014,14.991142622931843,1028.7899797817163,823.2672927012345,27.462588982027885,17.21231509437146
204.770571634404,0.0,171.73259103504097,150.5320612330928,10.53503160231886,1050.1636590616306,788.419473221854,100.23503300875433,50.07279400998746
387.5494920195589,187.70651760145503,0.0,164.49091717455948,9.992277676237638,898.8840281010947,752.4564686257916,94.47960673135344,66.19319309257084
396.48296068624194,19.59702329756813,93.75976734912015,151.0336382024418,10.972728048455481,905.8457441699095,870.3830316073578,2.875140055971893,35.175918471019095
558.638767492897,0.0,0.0,167.48468272480198,0.0,1139.7014411242096,601.1996015459591,3.060551776851775,44.39087089924905
165.74295068516975,261.1595232995313,0.0,208.8236180997131,0.0,951.4806785035751,689.0338460857296,6.989570412497731,14.650856913821555
148.65291903765376,0.0,132.39788632589793,149.31546311031266,15.795830622439107,1039.862518860444,831.3801313576198,27.647776356108864,17.907183365237266
346.6575458159453,38.98918440264877,0.0,231.95736791758253,0.0,947.2951576530174,675.9754668251368,278.4374200729377,55.22196363209773
178.73332587344805,84.80809108979655,187.38171028553447,210.43726635589172,5.99758455337138,909.0164796869288,646.4107678897052,28.020031998804257,22.990622288806424
388.07108795664266,0.0,0.0,187.9495593193354,0.0,981.051722424898,756.5114584685234,14.18868988704777,28.674162948456
395.5471778926848,21.870778310638798,132.10080018150455,177.4816786954292,7.901746979984496,844.3174654093349,735.2839837726207,7.135485876146267,40.270356528836714
195.3402473881624,0.0,102.23358504055282,162.15904697934502,6.916546268534665,1016.6320728083462,915.0815844280669,59.23190441381938,33.38776125658945
355.9241425487922,0.0,0.0,189.27662536377673,0.0,1096.2537672757326,841.0896961951507,358.3995258790021,42.235362164988295
211.96685234851194,0.0,123.589756164643,178.42729646385095,5.702953462642006,1078.0514278669866,761.3547608545886,13.610069273939034,20.690659302869935
325.7201362160849,0.0,0.0,185.04932121970958,0.0,1030.77621604339,774.2247084566212,7.086869302252423,20.415797430153237
301.054995401818,0.0,0.0,188.318227260263,0.0,997.4740484817534,815.5412946980204,121.31055725698904,39.97798242168836
324.58253952781996,142.15354732244782,0.0,231.53840312648111,0.0,910.2970528133924,606.452196066992,386.37151096638684,41.6910773410506
145.93966424360104,0.0,141.7919996082898,158.01985254184916,16.70508022762412,1014.6452210370613,858.7176884466344,28.24427211471066,18.54948352177756
289.0155522195726,186.10652881519712,0.0,191.1289115807682,0.0,938.6775782842922,744.8820893336199,88.52496720232122,54.893180017385326
383.85627115810377,0.0,0.0,178.45788135885132,0.0,1046.6876195157372,732.1055664897275,7.2106311320010485,23.211643255909657
141.6311945494268,197.44896261103,0.0,192.35421580541907,0.0,1092.0926365428902,744.5181448486396,7.187368674154565,7.255726891544879
120.24001926893271,185.28174568428577,0.0,193.99372623371858,0.0,955.9890314523037,801.0980212411441,27.543052798862718,23.52179080280925
477.2771869265176,112.40136816675843,0.0,142.7004374033423,33.95184161653443,884.3401611573624,868.2548323907392,28.139003573783533,65.99011406140419
339.46330037141064,0.0,135.93877847130594,198.57116510610447,10.756437529644924,818.2753431145672,790.6577057712251,27.727140010837225,40.46796949610757
333.3849050294017,0.0,128.32554417211085,174.3750195318101,11.290833111133558,883.1295959885952,798.748912484386,28.079747342667915,37.059949993275424
476.74902769741,0.0,0.0,193.51021422354535,0.0,910.14225799375,719.0698491153523,6.64174364515646,33.84457329286509
158.30270777569706,246.1108976104085,0.0,186.92490661464169,0.0,1053.0936662401932,731.9749821564498,7.14049310423259,9.916421975067598
220.91840346323343,0.0,102.17998047486813,153.98466710340247,8.605368517329339,953.173989839431,856.08652029436,100.99327249566207,42.78610329072205
287.5334853620445,0.0,106.42753069001569,190.00303338219166,6.141728797505268,865.2021516887659,798.14963235649,28.402425306221765,43.77662007186877
210.09911992118063,0.0,129.86376715311715,163.9978694573411,11.688861630997524,1063.453295207101,781.1242620737331,28.938350776071985,29.380494902931797
147.11815303379615,111.9082324476387,87.89351103286732,198.6297401773697,9.179691779253755,839.7939058080677,851.300447099541,28.32617122575288,20.28463752291949
332.21851519017486,149.27499959882772,0.0,233.3473328978942,0.0,919.4459696888368,604.0157736312608,267.1345585227407,42.03308421386963
171.97107785685415,94.95687125002354,164.1971361796423,182.19310544629863,9.81834138188857,1010.6789406003122,703.6508069794226,2.8626726226320742,15.717473348891646
296.8249355614094,144.6182002964746,114.30863285157439,166.71384424114197,21.018706680933153,914.2336643087825,662.9771634702187,26.603008466474808,35.904236697849385
227.21097278049584,0.0,100.41488030297845,185.35540352059812,4.52552504462431,1002.0307180873549,906.1772369482779,28.648513955321796,25.362540593385575
295.80153268956445,0.0,98.49786490187685,162.7733830402565,9.762510899481029,944.3393831618674,839.6052223583088,57.54915440200104,45.51479857163198
154.00651195019773,112.48425698715319,116.40913864829106,182.7685426306942,5.413568886033691,836.5353337164936,882.5812665000664,27.713795827010642,29.70606301096341
493.07824559978224,0.0,0.0,198.2795146043114,0.0,963.6585272188549,717.5180186841044,93.99618514494337,53.28971067812263
373.5241236692809,199.65016461405637,0.0,158.7166261471856,11.679634398224739,959.1234345676437,776.6321964245946,55.1459980988495,78.71033083325139
234.61852036306513,0.0,93.58995683764546,178.62731110384237,6.7504035899974735,925.8596737830057,832.4514282393063,99.61660010813836,45.160063841223824
436.97416620761027,104.37959277859893,0.0,157.14737316352503,16.659424674729834,893.2293841999019,842.7901470500263,59.9266974372173,64.88613608864189
348.546401614458,0.0,0.0,195.52002231991324,0.0,1022.8233302252077,806.789975421962,27.047267672015295,34.99486611192296
304.26507547893226,0.0,0.0,180.37290621798522,0.0,1124.7788324879195,764.6125841035233,7.34730207799003,15.205332287985645
462.5135737184293,113.20776328560765,0.0,180.0594514466822,8.921262878053609,833.3391192176118,803.9682570538555,6.973812462364929,56.084789990044705
220.35264408469934,0.0,131.81179608927434,188.9823281279797,5.607670865830462,1029.1923477764392,803.7816495500155,2.968789392300234,13.173574222960081
